user_id,recomendations
506,"[849202, 1013641, 1104414, 1043837, 855138]"
507,"[874972, 885290, 6633273, 1126899, 857554]"
508,"[874972, 8090537, 1037863, 830887, 1004906]"
509,"[874972, 1029743, 1082185, 1127831, 951590]"
510,"[874972, 1069522, 948086, 8090536, 1088147]"
511,"[874972, 1046689, 870547, 1053690, 9881834]"
512,"[874972, 1029743, 1082185, 1127831, 951590]"
513,"[1034176, 12263788, 8090541, 1093413, 983959]"
514,"[874972, 998444, 9487606, 1082185, 923169]"
515,"[874972, 898601, 1066893, 995242, 1029743]"
516,"[874972, 1029743, 1082185, 1106523, 1127831]"
517,"[874972, 923789, 1137775, 1126899, 1028816]"
518,"[874972, 905817, 835530, 865026, 1122358]"
519,"[874972, 1082185, 1106523, 1127831, 951590]"
520,"[874972, 5580166, 1111722, 992622, 6979427]"
521,"[874972, 6034964, 1068292, 1026118, 1056746]"
522,"[874972, 1029743, 1082185, 1127831, 951590]"
523,"[874972, 862349, 893501, 1057260, 1110572]"
524,"[874972, 866211, 1133018, 1009046, 1067606]"
525,"[874972, 845975, 1138443, 1101010, 952408]"
526,"[874972, 1097001, 1021116, 882604, 8090521]"
527,"[874972, 950894, 880427, 910109, 6514259]"
528,"[874972, 1029743, 1082185, 1127831, 951590]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[874972, 1082185, 1106523, 1127831, 951590]"
531,"[874972, 819978, 976214, 1075368, 5569230]"
532,"[874972, 1029743, 1082185, 1127831, 951590]"
533,"[874972, 827683, 1043663, 9420312, 995242]"
534,"[874972, 935968, 9245106, 993466, 835595]"
535,"[874972, 1127831, 995242, 1082185, 951590]"
536,"[874972, 1106523, 1127831, 1082185, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 1127831]"
538,"[874972, 1092588, 1121213, 1070820, 885290]"
539,"[1108094, 1058997, 1023958, 1082185, 1101010]"
540,"[874972, 1138189, 9526673, 995965, 951412]"
541,"[874972, 1082185, 1127831, 1029743, 951590]"
542,"[874972, 1013597, 1068830, 1106523, 1066783]"
543,"[879734, 1037751, 6979545, 8090537, 886481]"
544,"[874972, 7410290, 947201, 841228, 856772]"
545,"[874972, 891516, 1070076, 879528, 873044]"
546,"[874972, 1029743, 1082185, 1127831, 951590]"
547,"[874972, 5585510, 953180, 8090536, 1029624]"
548,"[874972, 1130763, 1002178, 1012913, 1001333]"
549,"[874972, 1029743, 1082185, 1127831, 951590]"
550,"[874972, 856252, 9420312, 995242, 1082185]"
551,"[874972, 1082185, 1106523, 1127831, 951590]"
552,"[874972, 5592931, 998536, 1069039, 931255]"
553,"[874972, 6533936, 1138189, 1037332, 986912]"
554,"[874972, 6979427, 1029743, 8090537, 1096317]"
555,"[874972, 1029743, 1082185, 1127831, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 1127831]"
557,"[874972, 1029743, 1082185, 1106523, 1127831]"
558,"[874972, 1072693, 888543, 5592931, 890610]"
559,"[874972, 1029743, 1082185, 1127831, 951590]"
560,"[874972, 1046756, 939965, 896085, 978343]"
561,"[874972, 1029743, 1082185, 1127831, 951590]"
562,"[874972, 8090560, 821083, 962229, 965842]"
563,"[874972, 1070820, 5566235, 1068957, 843898]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 1127831, 951590]"
566,"[874972, 889649, 1087102, 1029743, 842140]"
567,"[874972, 819978, 1043837, 8090509, 986912]"
568,"[1013928, 883068, 1133018, 1083787, 878445]"
569,"[874972, 5569471, 848319, 12171656, 1028816]"
570,"[874972, 906262, 995242, 938596, 1007512]"
571,"[874972, 1029743, 1082185, 1127831, 951590]"
572,"[874972, 1029743, 1082185, 1127831, 951590]"
573,"[874972, 1082185, 951590, 1029743, 1127831]"
574,"[874972, 1101010, 819978, 5569374, 13382402]"
575,"[874972, 9420312, 6464147, 855718, 862349]"
576,"[874972, 945244, 937276, 5580577, 1102949]"
577,"[874972, 908531, 8090440, 924427, 838563]"
578,"[874972, 862349, 1007796, 12263788, 8090521]"
579,"[970747, 1011300, 879755, 5585510, 934948]"
580,"[1118946, 9571047, 942525, 860975, 1056509]"
581,"[874972, 1029743, 1082185, 1106523, 1127831]"
582,"[1021324, 8090513, 1095751, 1119051, 1044805]"
583,"[874972, 891505, 974766, 1109805, 1029743]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1029743, 1082185, 1127831, 951590]"
586,"[874972, 880888, 12263788, 911311, 8090521]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1085604, 1110572, 1082310, 934172]"
589,"[874972, 1029743, 1127831, 1082185, 951590]"
590,"[9835223, 8090521, 962229, 861445, 1037894]"
591,"[874972, 1007549, 1094955, 1029743, 1082185]"
592,"[874972, 1082185, 1106523, 1127831, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 1127831]"
594,"[874972, 889649, 923149, 962229, 896085]"
595,"[874972, 977658, 1002558, 906763, 1029743]"
596,"[874972, 1052920, 1076875, 8090545, 1025581]"
597,"[874972, 1106523, 951590, 1082185, 1127831]"
598,"[874972, 1043787, 960791, 849697, 986187]"
599,"[874972, 1029743, 1082185, 1127831, 951590]"
600,"[1021324, 1135868, 952317, 856252, 5569230]"
601,"[874972, 1029743, 5569230, 1082185, 1127831]"
602,"[874972, 898601, 987044, 908283, 7441102]"
603,"[874972, 861445, 9926758, 945909, 1029743]"
604,"[874972, 940947, 901776, 862349, 1082185]"
605,"[948670, 9803601, 862349, 5591154, 13133916]"
606,"[933354, 924427, 943169, 880427, 887526]"
607,"[874972, 1082185, 1106523, 1127831, 951590]"
608,"[1013928, 846830, 836445, 13115914, 941856]"
609,"[874972, 1029743, 1082185, 1106523, 1127831]"
610,"[874972, 909396, 1027068, 1081177, 1029743]"
611,"[956599, 6533362, 856252, 1053690, 849578]"
612,"[874972, 870428, 9935616, 1103476, 820895]"
613,"[874972, 1049735, 1011300, 986912, 835243]"
614,"[1000753, 1039126, 1084968, 889692, 986912]"
615,"[874972, 995242, 856345, 1125382, 9420140]"
616,"[874972, 1029743, 1082185, 1127831, 951590]"
617,"[874972, 10344585, 1017363, 1126899, 1006250]"
618,"[874972, 1029743, 1082185, 1106523, 1127831]"
619,"[874972, 1029743, 1082185, 1127831, 951590]"
620,"[874972, 1029743, 1082185, 1127831, 951590]"
621,"[874972, 888054, 1125943, 1112825, 13672065]"
622,"[1038663, 1013167, 1043837, 1011300, 879755]"
623,"[874972, 1043895, 1029743, 1082185, 1106523]"
624,"[874972, 952317, 1118533, 5590613, 849843]"
625,"[874972, 1029743, 981760, 1082185, 1127831]"
626,"[874972, 1029743, 1127831, 1082185, 951590]"
627,"[874972, 1029743, 1082185, 1127831, 951590]"
628,"[874972, 1082185, 1127831, 1029743, 951590]"
629,"[874972, 1029743, 1082185, 1127831, 951590]"
630,"[874972, 858373, 13417590, 905072, 6464147]"
631,"[874972, 906883, 9487927, 899682, 948086]"
632,"[938138, 910473, 821083, 1057260, 1122358]"
633,"[874972, 820895, 1132789, 1075368, 8090546]"
634,"[874972, 1082185, 1106523, 1127831, 951590]"
635,"[874972, 1029743, 1082185, 1127831, 951590]"
636,"[874972, 1135868, 947658, 5590613, 1023958]"
637,"[1013928, 987044, 1133018, 926905, 1011572]"
638,"[874972, 872137, 1053282, 1059347, 13382308]"
639,"[874972, 1082185, 1106523, 1127831, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 1127831]"
641,"[13213240, 819978, 938118, 1058997, 923789]"
642,"[874972, 1029743, 1082185, 1127831, 951590]"
643,"[874972, 898601, 932298, 1029743, 13417591]"
644,"[874972, 1136375, 976864, 821083, 995242]"
645,"[874972, 1106523, 1127831, 1082185, 951590]"
646,"[874972, 1106523, 951590, 1082185, 1127831]"
647,"[874972, 1043920, 1076769, 8090536, 819978]"
648,"[874972, 868764, 1092303, 829645, 1119051]"
649,"[874972, 1106523, 951590, 1082185, 1127831]"
650,"[874972, 1029743, 1082185, 1106523, 1127831]"
651,"[874972, 1082185, 1106523, 1127831, 951590]"
652,"[874972, 1067695, 7409670, 832678, 1070727]"
653,"[874972, 1004555, 1035207, 1102959, 1029743]"
654,"[1034176, 1103752, 15926886, 856252, 907128]"
655,"[874972, 12946027, 951590, 1029743, 1082185]"
656,"[874972, 1029743, 981760, 1082185, 1127831]"
657,"[874972, 1029743, 1082185, 1127831, 951590]"
658,"[874972, 15926887, 941741, 995055, 1044078]"
659,"[874972, 1029743, 1082185, 1106523, 1127831]"
660,"[874972, 1028473, 1056509, 862010, 934369]"
661,"[12731432, 1040346, 1048440, 13158064, 901762]"
662,"[874972, 871440, 965766, 1070272, 1115098]"
663,"[874972, 890695, 5585510, 1085604, 10457128]"
664,"[874972, 1029743, 1127831, 1082185, 951590]"
665,"[874972, 1071171, 1029743, 1082185, 1106523]"
666,"[874972, 1133018, 12302069, 844179, 854852]"
667,"[874972, 921836, 1034955, 1016800, 860975]"
668,"[874972, 1042942, 873654, 1029743, 1082185]"
669,"[874972, 8090545, 1019643, 1126899, 1062128]"
670,"[1065538, 891505, 1057260, 8090536, 868764]"
671,"[874972, 866211, 8293447, 1029743, 5569327]"
672,"[874972, 6533362, 859237, 983584, 916993]"
673,"[874972, 935393, 1076875, 968936, 1106523]"
674,"[874972, 950206, 866043, 6602697, 948832]"
675,"[874972, 1101010, 9245108, 1121384, 919423]"
676,"[1038663, 1051626, 1015280, 1085604, 1069522]"
677,"[874972, 1029743, 1082185, 1127831, 951590]"
678,"[874972, 1029743, 1082185, 1127831, 951590]"
679,"[874972, 1029743, 1044078, 1082185, 1127831]"
680,"[874972, 873627, 900586, 995242, 1029743]"
681,"[874972, 9527350, 12384775, 1126899, 890695]"
682,"[874972, 1082185, 1106523, 1127831, 951590]"
683,"[874972, 1029743, 1082185, 1127831, 951590]"
684,"[874972, 9835947, 849843, 1029743, 1082185]"
685,"[874972, 6533608, 1084968, 1097398, 13842088]"
686,"[874972, 1029743, 1127831, 1082185, 951590]"
687,"[874972, 1039781, 995242, 8090545, 13841744]"
688,"[874972, 1106523, 1044078, 1082185, 1127831]"
689,"[874972, 1029743, 1082185, 1127831, 951590]"
690,"[1108094, 969866, 1038745, 1037840, 922561]"
691,"[874972, 948832, 1065593, 13842090, 1037631]"
692,"[12810464, 6034964, 1082185, 1067443, 1135834]"
693,"[948670, 832001, 849297, 1011300, 9803810]"
694,"[874972, 993638, 8090537, 1101010, 844165]"
695,"[874972, 880050, 1136719, 1039156, 840386]"
696,"[970747, 880427, 940731, 1126899, 873964]"
697,"[874972, 1053016, 1110764, 1057260, 6463742]"
698,"[1054402, 1082990, 880427, 1053690, 999104]"
699,"[874972, 919596, 962229, 941883, 8020234]"
700,"[874972, 1038985, 9707240, 1101010, 1056509]"
701,"[874972, 9858936, 1029743, 867469, 13506200]"
702,"[12731432, 1126899, 5592931, 962229, 8090509]"
703,"[12262830, 1126252, 843111, 9884484, 6602697]"
704,"[874972, 1082185, 1106523, 1127831, 951590]"
705,"[874972, 1070820, 860975, 912112, 835530]"
706,"[874972, 983584, 977854, 1117219, 890695]"
707,"[9521679, 9881592, 858419, 1013167, 924427]"
708,"[874972, 1003487, 1076587, 910439, 932179]"
709,"[863762, 957741, 827667, 1011300, 1138189]"
710,"[1118623, 9803601, 862010, 1016276, 944139]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[12731685, 9677202, 14077333, 1070820, 823775]"
713,"[874972, 936508, 1082310, 962229, 5569230]"
714,"[874972, 835243, 8090521, 1058997, 944139]"
715,"[874972, 948254, 935968, 1127758, 977481]"
716,"[874972, 1051516, 937276, 1058997, 961554]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[917384, 1062002, 1053690, 860975, 1037894]"
719,"[874972, 978343, 1053690, 1138292, 847207]"
720,"[874972, 849809, 819840, 1056212, 895268]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 899682, 902856, 920958, 5570383]"
723,"[825343, 982833, 9832156, 1043920, 862349]"
724,"[874972, 1029743, 1127831, 1082185, 951590]"
725,"[874972, 858302, 819765, 879504, 1046584]"
726,"[874972, 1139782, 852360, 1067443, 5587938]"
727,"[874972, 1029743, 1082185, 1106523, 1127831]"
728,"[904997, 992622, 844165, 1069039, 1122358]"
729,"[874972, 1029743, 1082185, 1106523, 1127831]"
730,"[874972, 862349, 969932, 1053690, 849843]"
731,"[849202, 834103, 839094, 1128016, 8019716]"
732,"[874972, 1029743, 951590, 1082185, 1127831]"
733,"[874972, 964521, 1123434, 5569471, 1063577]"
734,"[874972, 863699, 981760, 1068292, 1082185]"
735,"[874972, 883202, 1029743, 965766, 951590]"
736,"[904997, 5569230, 6602729, 865196, 1059902]"
737,"[874972, 1029743, 951590, 1082185, 1127831]"
738,"[874972, 1029743, 1082185, 1127831, 951590]"
739,"[874972, 1029743, 1082185, 1127831, 951590]"
740,"[874972, 905436, 8293439, 1044259, 921836]"
741,"[12731685, 9655528, 1056509, 945662, 945805]"
742,"[874972, 1029743, 1082185, 1106523, 1127831]"
743,"[874972, 1096343, 952593, 6979753, 946977]"
744,"[874972, 10282425, 908181, 862349, 999104]"
745,"[906335, 1028473, 996009, 8203451, 846823]"
746,"[874972, 1029743, 1082185, 1127831, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 5585510, 829291, 8090509, 1103476]"
749,"[874972, 1029743, 1082185, 1106523, 1127831]"
750,"[874972, 8090521, 950206, 936508, 1133018]"
751,"[874972, 1029743, 1082185, 1127831, 951590]"
752,"[874972, 1002850, 824915, 986912, 847344]"
753,"[874972, 862349, 1028816, 8293439, 1036501]"
754,"[874972, 900842, 1055504, 1036347, 1082185]"
755,"[874972, 845193, 5568320, 1029743, 1082185]"
756,"[874972, 1106523, 951590, 1082185, 1127831]"
757,"[933354, 1011300, 1040346, 962229, 884686]"
758,"[874972, 1029743, 1082185, 1127831, 951590]"
759,"[874972, 921406, 9677236, 907099, 1049906]"
760,"[874972, 1029743, 951590, 1082185, 1127831]"
761,"[874972, 1001827, 939965, 1028473, 832976]"
762,"[874972, 8090536, 1058997, 1011300, 986912]"
763,"[874972, 1106523, 1127831, 1082185, 951590]"
764,"[848029, 1088147, 856252, 898847, 904574]"
765,"[874972, 1029743, 1082185, 1127831, 951590]"
766,"[874972, 1107553, 972191, 916990, 1058997]"
767,"[970747, 862349, 849003, 8293385, 954673]"
768,"[874972, 1031083, 1026118, 1023958, 962229]"
769,"[874972, 1139782, 968936, 9835509, 5568729]"
770,"[874972, 925178, 1003188, 5569230, 1092937]"
771,"[874972, 1070845, 930283, 983795, 976864]"
772,"[874972, 1029743, 1082185, 1127831, 951590]"
773,"[874972, 6533362, 8293439, 1060673, 835973]"
774,"[874972, 1082185, 1106523, 1127831, 951590]"
775,"[874972, 1029743, 1082185, 1127831, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 1098435, 1003188, 6533608, 862725]"
778,"[874972, 1029743, 951590, 1082185, 1127831]"
779,"[874972, 1092937, 1018740, 1057260, 6533362]"
780,"[874972, 1029743, 1082185, 1127831, 951590]"
781,"[836445, 925862, 914190, 12946027, 1135476]"
782,"[874972, 1127831, 951590, 1029743, 1082185]"
783,"[874972, 1029743, 1082185, 1127831, 951590]"
784,"[860248, 965530, 990256, 5569230, 995965]"
785,"[874972, 1029743, 1127831, 1082185, 951590]"
786,"[878715, 835243, 1122358, 907647, 972665]"
787,"[874972, 862349, 999104, 1082185, 909714]"
788,"[874972, 8090532, 936508, 996425, 969866]"
789,"[874972, 983584, 983078, 922561, 1026118]"
790,"[874972, 6704207, 1029743, 1082185, 1106523]"
791,"[874972, 1029743, 1082185, 1127831, 951590]"
792,"[874972, 1029743, 1082185, 1127831, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 1127831]"
794,"[874972, 1037631, 1051516, 1101010, 865026]"
795,"[874972, 5590613, 1138292, 878290, 1029743]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1106523, 5569230, 1082185, 1127831]"
798,"[874972, 1122358, 989157, 856060, 5568249]"
799,"[874972, 1048068, 884945, 1058997, 1003188]"
800,"[874972, 919948, 9859182, 13007284, 7464370]"
801,"[906335, 1070820, 856252, 1094924, 849003]"
802,"[874972, 1016276, 1048462, 870933, 1029743]"
803,"[825343, 1132789, 1050851, 1053690, 1082185]"
804,"[874972, 1138858, 13213203, 879755, 1101010]"
805,"[1038663, 916381, 827683, 949023, 9245108]"
806,"[826666, 7433888, 1002771, 8090536, 835243]"
807,"[874972, 928049, 9296919, 1003487, 997988]"
808,"[874972, 1136719, 1065593, 9677202, 1016800]"
809,"[874972, 1082185, 1106523, 1127831, 951590]"
810,"[874972, 1107839, 1028816, 906017, 1125278]"
811,"[874972, 1029743, 1082185, 1106523, 1127831]"
812,"[874972, 1082185, 1106523, 1127831, 951590]"
813,"[874972, 911470, 6424472, 990256, 9859128]"
814,"[1000753, 882496, 1016276, 990797, 12648296]"
815,"[874972, 1029743, 1082185, 1127831, 951590]"
816,"[874972, 1037751, 960791, 879504, 862349]"
817,"[874972, 1003188, 934172, 1094924, 893867]"
818,"[874972, 1135476, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 1127831, 1082185, 951590]"
820,"[874972, 1038462, 13417590, 8090509, 5591154]"
821,"[874972, 1029743, 1082185, 1127831, 951590]"
822,"[874972, 12349795, 887618, 995242, 981760]"
823,"[874972, 1031833, 13115579, 8090521, 1106523]"
824,"[874972, 1048462, 1055168, 1016800, 1106523]"
825,"[825343, 948086, 1121384, 825541, 1058997]"
826,"[874972, 1035842, 5566809, 1037840, 1043971]"
827,"[874972, 1029743, 1082185, 1127831, 951590]"
828,"[874972, 1029743, 1082185, 1127831, 951590]"
829,"[874972, 10344585, 1112825, 882604, 1101010]"
830,"[874972, 1039156, 1026118, 845265, 869577]"
831,"[1002787, 880888, 13945244, 1046584, 937626]"
832,"[874972, 1082185, 1127831, 1029743, 951590]"
833,"[874972, 1029743, 1082185, 1127831, 951590]"
834,"[874972, 1029743, 1082185, 1127831, 951590]"
835,"[874972, 1029743, 951590, 1082185, 1127831]"
836,"[874972, 988116, 869150, 851287, 912817]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 1127831, 951590]"
839,"[874972, 1029743, 1082185, 1127831, 951590]"
840,"[874972, 1007796, 891752, 1122358, 944836]"
841,"[852015, 958067, 976199, 922561, 1133018]"
842,"[874972, 923746, 9245108, 904359, 1044655]"
843,"[874972, 1127831, 951590, 1029743, 1082185]"
844,"[874972, 895268, 868423, 862349, 5566472]"
845,"[874972, 1125943, 1129576, 8090537, 1009719]"
846,"[879734, 1112766, 8090537, 1075368, 1136719]"
847,"[874972, 1058997, 1050534, 1005274, 1082185]"
848,"[826666, 880888, 849697, 1070820, 1038985]"
849,"[874972, 1029743, 951590, 1082185, 1127831]"
850,"[12731432, 1038985, 856252, 1136375, 950894]"
851,"[874972, 1029743, 1082185, 1127831, 951590]"
852,"[874972, 847207, 8203451, 1058997, 848319]"
853,"[874972, 874149, 12781829, 871722, 951412]"
854,"[874972, 878290, 1029743, 1082185, 1106523]"
855,"[874972, 9655528, 976864, 916993, 13008334]"
856,"[874972, 999971, 995242, 1022254, 1029743]"
857,"[874972, 953180, 919596, 8090537, 1134292]"
858,"[849202, 1029743, 1082185, 1106523, 1127831]"
859,"[1134678, 13115914, 819330, 1075368, 13842214]"
860,"[874972, 1029743, 1082185, 1127831, 951590]"
861,"[874972, 1086740, 833724, 5585510, 963835]"
862,"[1038663, 1134522, 871636, 1053282, 9487603]"
863,"[874972, 837865, 10344718, 5585510, 5569135]"
864,"[874972, 969932, 989069, 1101010, 8090521]"
865,"[947858, 1095068, 12648296, 962229, 844179]"
866,"[825343, 9420312, 860975, 5585510, 8090537]"
867,"[874972, 1103752, 914697, 983584, 1110409]"
868,"[874972, 8090560, 6463709, 9884484, 1018740]"
869,"[874972, 1110572, 827683, 949023, 1029743]"
870,"[874972, 1029743, 1082185, 1127831, 951590]"
871,"[9677366, 1053690, 1034955, 983584, 12263788]"
872,"[874972, 1082185, 1106523, 1127831, 951590]"
873,"[874972, 1106523, 951590, 1082185, 1127831]"
874,"[874972, 1029743, 1082185, 1127831, 951590]"
875,"[874972, 1133018, 908531, 986912, 8181477]"
876,"[874972, 1001266, 5592261, 12782182, 1073902]"
877,"[874972, 885290, 999639, 1058997, 8090509]"
878,"[874972, 912112, 829291, 947798, 986912]"
879,"[874972, 8090513, 1013641, 1130777, 832678]"
880,"[874972, 1065593, 890695, 965766, 951590]"
881,"[874972, 847049, 12302069, 1108168, 890695]"
882,"[874972, 8090521, 1118033, 1110572, 886481]"
883,"[825343, 5569471, 999104, 874149, 845715]"
884,"[874972, 1119399, 980433, 1044655, 934676]"
885,"[10198378, 13842090, 1093413, 1006483, 947798]"
886,"[874972, 917033, 999198, 868764, 1070820]"
887,"[874972, 978077, 13416351, 987562, 1071939]"
888,"[1079913, 6602697, 951412, 10344585, 856252]"
889,"[874972, 1055737, 1122358, 1126899, 1011300]"
890,"[874972, 1029743, 1082185, 1127831, 951590]"
891,"[825343, 960791, 868539, 861445, 13842214]"
892,"[874972, 1029743, 1082185, 1127831, 951590]"
893,"[874972, 1093113, 6602590, 981760, 1029743]"
894,"[874972, 825541, 5570109, 1138631, 820291]"
895,"[849202, 1022097, 1082185, 866211, 7024847]"
896,"[874972, 1029743, 951590, 1082185, 1127831]"
897,"[874972, 8090536, 861445, 6979005, 986912]"
898,"[874972, 1097001, 9884698, 1057260, 1028816]"
899,"[874972, 1029743, 1082185, 1127831, 951590]"
900,"[1075007, 1110572, 13416351, 879504, 986912]"
901,"[874972, 1127831, 981760, 1029743, 1082185]"
902,"[874972, 1029743, 1082185, 1127831, 951590]"
903,"[874972, 819765, 9835509, 1126899, 983584]"
904,"[874972, 845193, 1062002, 1106523, 1013641]"
905,"[874972, 1029743, 1082185, 1127831, 951590]"
906,"[874972, 8090532, 858743, 5587938, 1113141]"
907,"[874972, 978077, 996028, 1057260, 986912]"
908,"[1110111, 1126899, 1077430, 1057260, 896085]"
909,"[933354, 1037751, 1060005, 6533936, 1056509]"
910,"[874972, 1029743, 1127831, 1082185, 951590]"
911,"[874972, 820291, 947326, 10344585, 944836]"
912,"[874972, 1127831, 951590, 1029743, 1082185]"
913,"[874972, 913210, 1070820, 981760, 841220]"
914,"[874972, 1107553, 1029743, 1082185, 1106523]"
915,"[874972, 871754, 1057260, 961554, 1036753]"
916,"[874972, 948086, 925112, 913210, 824193]"
917,"[874972, 1029743, 1127831, 1082185, 951590]"
918,"[874972, 1029743, 1127831, 1082185, 951590]"
919,"[874972, 902856, 1039627, 937626, 930283]"
920,"[982469, 934399, 5592734, 835243, 1097001]"
921,"[874972, 1082185, 1106523, 1127831, 951590]"
922,"[874972, 880427, 863632, 874149, 1058997]"
923,"[874972, 1127831, 981760, 1029743, 1082185]"
924,"[874972, 906838, 13841744, 8090537, 995242]"
925,"[874972, 1029743, 1082185, 1127831, 951590]"
926,"[874972, 935993, 1098435, 936914, 1058997]"
927,"[874972, 1026118, 1099905, 986912, 1058997]"
928,"[874972, 1119051, 1118033, 995876, 840361]"
929,"[825343, 9677202, 8090521, 1070820, 13842088]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[1079913, 1101010, 871722, 1126899, 1040807]"
932,"[874972, 995242, 981760, 1082185, 1127831]"
933,"[874972, 1082185, 1127831, 1029743, 951590]"
934,"[825343, 971922, 8090509, 1088147, 1040346]"
935,"[874972, 1029743, 1082185, 1106523, 1127831]"
936,"[874972, 1133254, 865456, 1070820, 962229]"
937,"[874972, 906883, 1019011, 1126899, 1044759]"
938,"[874972, 1029743, 1082185, 1127831, 951590]"
939,"[874972, 885290, 890695, 1102416, 1092026]"
940,"[874972, 860975, 1076608, 1074040, 975649]"
941,"[874972, 1092588, 12171656, 9677202, 1094924]"
942,"[874972, 1029743, 1082185, 1106523, 1127831]"
943,"[874972, 999779, 1016276, 13381584, 1110244]"
944,"[874972, 1016800, 901776, 1101010, 5585510]"
945,"[874972, 1106523, 1127831, 1082185, 951590]"
946,"[874972, 1127758, 5995177, 1093413, 885290]"
947,"[874972, 949965, 1120213, 1039156, 1101010]"
948,"[874972, 1029743, 1082185, 1127831, 951590]"
949,"[833940, 997796, 856772, 1018050, 950206]"
950,"[874972, 1029743, 5569230, 1082185, 1127831]"
951,"[874972, 940947, 995965, 977481, 824005]"
952,"[874972, 930283, 995242, 1048727, 909894]"
953,"[874972, 1038462, 1013167, 5569135, 1007414]"
954,"[874972, 1029743, 1082185, 1106523, 1127831]"
955,"[874972, 1127232, 991268, 860703, 15926887]"
956,"[1057749, 9677236, 937928, 1070820, 968936]"
957,"[874972, 988697, 900842, 1096635, 1018740]"
958,"[874972, 1029743, 1082185, 1127831, 951590]"
959,"[874972, 12812474, 1029743, 1082185, 1106523]"
960,"[874972, 1058997, 1053016, 886395, 1036347]"
961,"[1071302, 926905, 920002, 860975, 880050]"
962,"[874972, 1029743, 1082185, 1127831, 951590]"
963,"[874972, 1082185, 1106523, 1127831, 951590]"
964,"[917384, 9677202, 936508, 962229, 865569]"
965,"[874972, 1040346, 1056509, 937791, 1029743]"
966,"[874972, 1082185, 1106523, 1127831, 951590]"
967,"[874972, 820291, 1029743, 1082185, 1106523]"
968,"[874972, 6534035, 906883, 861445, 856252]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 1127831, 951590]"
971,"[906844, 12263788, 6979579, 1075368, 819978]"
972,"[874972, 1131382, 868319, 6632283, 13008334]"
973,"[12262830, 1028891, 9859052, 921406, 944836]"
974,"[874972, 1029743, 1082185, 1106523, 1127831]"
975,"[959737, 942525, 5569471, 13381584, 995965]"
976,"[826666, 10344585, 847241, 13007284, 13842214]"
977,"[874972, 1082185, 1106523, 1127831, 951590]"
978,"[874972, 6464166, 1096317, 13115579, 1109370]"
979,"[1000753, 1026209, 1048849, 1042702, 898847]"
980,"[874972, 1029743, 1082185, 1127831, 951590]"
981,"[948670, 5569845, 954651, 901460, 1007210]"
982,"[956599, 9859128, 960075, 969932, 1075368]"
983,"[874972, 1038985, 861445, 1075368, 947798]"
984,"[874972, 1025641, 8119297, 997907, 989830]"
985,"[874972, 819978, 922561, 9571047, 1003188]"
986,"[874972, 820291, 12810422, 873964, 995242]"
987,"[12810464, 7155863, 1029743, 1082185, 1106523]"
988,"[874972, 1096036, 1029743, 1082185, 1106523]"
989,"[874972, 12171656, 8090532, 858999, 1106301]"
990,"[874972, 1029743, 1082185, 1127831, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 1127831]"
992,"[874972, 1028816, 909714, 1029743, 1082185]"
993,"[874972, 1083043, 949965, 8293439, 8090539]"
994,"[874972, 1127831, 951590, 1029743, 1082185]"
995,"[874972, 1082185, 1106523, 1127831, 951590]"
996,"[874972, 5570408, 908531, 1029743, 1009187]"
997,"[874972, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 8090536, 13007435, 1054216, 1031831]"
999,"[874972, 882604, 950206, 8090532, 6704207]"
1000,"[874972, 932242, 12427353, 910439, 986912]"
1001,"[874972, 986912, 841266, 6533936, 5995445]"
1002,"[874972, 1029743, 1082185, 1127831, 951590]"
1003,"[874972, 950030, 1029743, 1082185, 1106523]"
1004,"[849202, 9859133, 866211, 897083, 956672]"
1005,"[874972, 5570408, 1033046, 8090532, 995242]"
1006,"[874972, 1029743, 1082185, 1127831, 951590]"
1007,"[874972, 888054, 12324841, 1115098, 1082185]"
1008,"[874972, 1029743, 1082185, 1106523, 1127831]"
1009,"[874972, 1029743, 1082185, 1127831, 951590]"
